Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,foreign_worker,Credit_risk,credit_per_month,age_group,age_under_25,age_25_to_40,age_over_40,checking_desc,chk_lt_0,chk_0_200,chk_ge_200,chk_none,history_desc,hist_no_credits,hist_all_paid,hist_existing_paid,hist_past_delay,hist_critical,purpose_desc,pur_car_new,pur_car_used,pur_furniture,pur_radio_tv,pur_domestic,pur_repairs,pur_education,pur_vacation,pur_retraining,pur_business,pur_others,savings_desc,sav_lt_100,sav_100_500,sav_500_1000,sav_ge_1000,sav_unknown,emp_desc,emp_unempl,emp_lt1,emp_1_4,emp_4_7,emp_ge7,status_sex_desc,sex_m_divsep,sex_f_divsep_mar,sex_m_single,sex_m_marwid,sex_f_single,debtors_desc,debt_none,debt_coapp,debt_guarantor,Present_residence_since:1,property_desc,prop_real,prop_sav_ins,prop_car_other,prop_unknown,inst_plans_desc,inst_bank,inst_stores,inst_none,housing_desc,house_rent,house_own,house_free,Number_of_existing_credits_at_this_bank:1,job_desc,job_unsk_nonres,job_unsk_res,job_skilled,job_manage,Number_of_people_being_liable_to_provide_maintenance_for:1,tel_desc,tel_none,tel_yes,foreign_desc,foreign_yes,foreign_no
A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,2,131.76190476190476,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,100-500,0,1,0,0,0,>=7yr,0,0,0,0,1,m_div_sep,1,0,0,0,0,none,1,0,0,2,car_other,0,0,1,0,bank,1,0,0,rent,1,0,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,12,A34,A43,1291,A61,A73,4,A92,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,1,107.58333333333333,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,30,A32,A43,2522,A61,A75,1,A93,A103,3,A122,39,A143,A152,1,A173,2,A191,A201,1,84.06666666666666,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,guarantor,0,0,1,3,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A11,24,A32,A40,915,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,2,38.125,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,6,A32,A43,1595,A61,A74,3,A93,A101,2,A122,51,A143,A152,1,A173,2,A191,A201,1,265.8333333333333,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,2,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A11,48,A30,A41,4605,A61,A75,3,A93,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,2,95.9375,Under_25,1,0,0,<0,1,0,0,0,no_credits,1,0,0,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,2,skilled,0,0,1,0,2,none,1,0,yes,1,0
A14,12,A34,A49,1185,A61,A73,3,A92,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,98.75,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,12,A31,A48,3447,A63,A73,4,A92,A101,3,A121,35,A143,A152,1,A172,2,A191,A201,1,287.25,25_to_40,0,1,0,no_account,0,0,0,1,all_paid_duly,0,1,0,0,0,retraining,0,0,0,0,0,0,0,0,1,0,0,500-1000,0,0,1,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,3,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,2,none,1,0,yes,1,0
A14,24,A32,A49,1258,A61,A74,4,A93,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,1,52.416666666666664,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,business,0,0,0,0,0,0,0,0,0,1,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,1,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,12,A34,A43,717,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,1,59.75,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,3,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,6,A30,A40,1204,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,1,200.66666666666666,25_to_40,0,1,0,no_account,0,0,0,1,no_credits,1,0,0,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,1,unknown,0,0,0,1,bank,1,0,0,rent,1,0,0,1,skilled,0,0,1,0,1,none,1,0,no,0,1
A13,24,A32,A42,1925,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,80.20833333333333,25_to_40,0,1,0,>=200_or_salary,0,0,1,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,18,A32,A43,433,A61,A71,3,A92,A102,4,A121,22,A143,A151,1,A173,1,A191,A201,2,24.055555555555557,Under_25,1,0,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,unemployed,1,0,0,0,0,f_div_sep_mar,0,1,0,0,0,coapplicant,0,1,0,4,real_estate,1,0,0,0,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,6,A34,A40,666,A64,A74,3,A92,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,1,111.0,25_to_40,0,1,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,>=1000,0,0,0,1,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A13,12,A32,A42,2251,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,1,187.58333333333334,Over_40,0,0,1,>=200_or_salary,0,0,1,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A12,30,A32,A40,2150,A61,A73,4,A92,A103,2,A124,24,A141,A152,1,A173,1,A191,A201,2,71.66666666666667,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,guarantor,0,0,1,2,unknown,0,0,0,1,bank,1,0,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A33,A42,4151,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1,172.95833333333334,25_to_40,0,1,0,no_account,0,0,0,1,past_delay,0,0,0,1,0,furniture,0,0,1,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,3,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,9,A32,A42,2030,A65,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,1,225.55555555555554,Under_25,1,0,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,1,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,60,A33,A43,7418,A65,A73,1,A93,A101,1,A121,27,A143,A152,1,A172,1,A191,A201,1,123.63333333333334,25_to_40,0,1,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,1,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,24,A34,A43,2684,A61,A73,4,A93,A101,2,A121,35,A143,A152,2,A172,1,A191,A201,1,111.83333333333333,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,12,A31,A43,2149,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,2,179.08333333333334,25_to_40,0,1,0,<0,1,0,0,0,all_paid_duly,0,1,0,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_div_sep,1,0,0,0,0,none,1,0,0,1,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,15,A32,A41,3812,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,1,254.13333333333333,Under_25,1,0,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,11,A34,A43,1154,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,1,104.9090909090909,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,100-500,0,1,0,0,0,unemployed,1,0,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,3,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A11,12,A32,A42,1657,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,1,138.08333333333334,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,24,A32,A43,1603,A61,A75,4,A92,A101,4,A123,55,A143,A152,1,A173,1,A191,A201,1,66.79166666666667,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,18,A34,A40,5302,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1,294.55555555555554,25_to_40,0,1,0,<0,1,0,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,3,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A14,12,A34,A46,2748,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,1,229.0,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,education,0,0,0,0,0,0,1,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,unknown,0,0,0,1,bank,1,0,0,free,0,0,1,3,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,10,A34,A40,1231,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,1,123.1,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,unskilled_res,0,1,0,0,2,none,1,0,no,0,1
A12,15,A32,A43,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,2,53.46666666666667,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,3,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A14,36,A34,A49,6304,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,175.11111111111111,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,business,0,0,0,0,0,0,0,0,0,1,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A32,A43,1533,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,1,63.875,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,3,car_other,0,0,1,0,stores,0,1,0,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,14,A32,A40,8978,A61,A75,1,A91,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,2,641.2857142857143,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,>=7yr,0,0,0,0,1,m_div_sep,1,0,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,management,0,0,0,1,1,yes_registered,0,1,no,0,1
A14,24,A32,A43,999,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,41.625,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,18,A32,A40,2662,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,1,147.88888888888889,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,3,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,no,0,1
A14,12,A34,A42,1402,A63,A74,3,A92,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,1,116.83333333333333,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,500-1000,0,0,1,0,0,4-7yr,0,0,0,1,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A12,48,A31,A40,12169,A65,A71,4,A93,A102,4,A124,36,A143,A153,1,A174,1,A192,A201,1,253.52083333333334,25_to_40,0,1,0,0-200,0,1,0,0,all_paid_duly,0,1,0,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,unemployed,1,0,0,0,0,m_single,0,0,1,0,0,coapplicant,0,1,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,48,A32,A43,3060,A61,A74,4,A93,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,2,63.75,25_to_40,0,1,0,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,30,A32,A45,11998,A61,A72,1,A91,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,2,399.93333333333334,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,repairs,0,0,0,0,0,1,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_div_sep,1,0,0,0,0,none,1,0,0,1,unknown,0,0,0,1,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A14,9,A32,A43,2697,A61,A73,1,A93,A101,2,A121,32,A143,A152,1,A173,2,A191,A201,1,299.6666666666667,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A14,18,A34,A43,2404,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,1,133.55555555555554,25_to_40,0,1,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,none,1,0,yes,1,0
A11,12,A32,A42,1262,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,1,105.16666666666667,Over_40,0,0,1,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_div_sep,1,0,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A14,6,A32,A42,4611,A61,A72,1,A92,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,2,768.5,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A14,24,A32,A43,1901,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,1,79.20833333333333,25_to_40,0,1,0,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,100-500,0,1,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,none,0,0,1,rent,1,0,0,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A14,15,A34,A41,3368,A64,A75,3,A93,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,1,224.53333333333333,Under_25,1,0,0,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,car_used,0,1,0,0,0,0,0,0,0,0,0,>=1000,0,0,0,1,0,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,rent,1,0,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A14,12,A32,A42,1574,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,1,131.16666666666666,Over_40,0,0,1,no_account,0,0,0,1,existing_paid_duly,0,0,1,0,0,furniture,0,0,1,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,m_single,0,0,1,0,0,none,1,0,0,2,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A13,18,A31,A43,1445,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,1,80.27777777777777,Over_40,0,0,1,>=200_or_salary,0,0,1,0,all_paid_duly,0,1,0,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,unknown,0,0,0,0,1,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,4,car_other,0,0,1,0,bank,1,0,0,own,0,1,0,1,unskilled_res,0,1,0,0,1,none,1,0,yes,1,0
A14,15,A34,A42,1520,A65,A75,4,A93,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,1,101.33333333333333,Over_40,0,0,1,no_account,0,0,0,1,critical_or_other,0,0,0,0,1,furniture,0,0,1,0,0,0,0,0,0,0,0,unknown,0,0,0,0,1,>=7yr,0,0,0,0,1,m_single,0,0,1,0,0,none,1,0,0,4,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
A12,24,A34,A40,3878,A62,A72,4,A91,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,1,161.58333333333334,25_to_40,0,1,0,0-200,0,1,0,0,critical_or_other,0,0,0,0,1,car_new,1,0,0,0,0,0,0,0,0,0,0,100-500,0,1,0,0,0,<1yr,0,1,0,0,0,m_div_sep,1,0,0,0,0,none,1,0,0,2,car_other,0,0,1,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,47,A32,A40,10722,A61,A72,1,A92,A101,1,A121,35,A143,A152,1,A172,1,A192,A201,1,228.12765957446808,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_new,1,0,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,f_div_sep_mar,0,1,0,0,0,none,1,0,0,1,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,1,unskilled_res,0,1,0,0,1,yes_registered,0,1,yes,1,0
A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,2,A191,A201,1,99.75,25_to_40,0,1,0,<0,1,0,0,0,existing_paid_duly,0,0,1,0,0,car_used,0,1,0,0,0,0,0,0,0,0,0,<100,1,0,0,0,0,4-7yr,0,0,0,1,0,m_single,0,0,1,0,0,none,1,0,0,3,savings_ins,0,1,0,0,none,0,0,1,own,0,1,0,1,skilled,0,0,1,0,2,none,1,0,yes,1,0
A12,48,A33,A410,7582,A62,A71,2,A93,A101,4,A124,31,A143,A153,1,A174,1,A192,A201,1,157.95833333333334,25_to_40,0,1,0,0-200,0,1,0,0,past_delay,0,0,0,1,0,others,0,0,0,0,0,0,0,0,0,0,1,100-500,0,1,0,0,0,unemployed,1,0,0,0,0,m_single,0,0,1,0,0,none,1,0,0,4,unknown,0,0,0,1,none,0,0,1,free,0,0,1,1,management,0,0,0,1,1,yes_registered,0,1,yes,1,0
A12,12,A32,A43,1092,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,1,91.0,Over_40,0,0,1,0-200,0,1,0,0,existing_paid_duly,0,0,1,0,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,1-4yr,0,0,1,0,0,f_div_sep_mar,0,1,0,0,0,guarantor,0,0,1,4,real_estate,1,0,0,0,none,0,0,1,own,0,1,0,2,skilled,0,0,1,0,1,yes_registered,0,1,yes,1,0
A11,24,A33,A43,1024,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,2,42.666666666666664,Over_40,0,0,1,<0,1,0,0,0,past_delay,0,0,0,1,0,radio_tv,0,0,0,1,0,0,0,0,0,0,0,<100,1,0,0,0,0,<1yr,0,1,0,0,0,m_mar_wid,0,0,0,1,0,none,1,0,0,4,real_estate,1,0,0,0,stores,0,1,0,own,0,1,0,1,skilled,0,0,1,0,1,none,1,0,yes,1,0
